	title	release_date	poster_url	overview
16002	Day of the Woman	1978-11-02	https://image.tmdb.org/t/p/w500/nMCkOo26GtISoxJmpkTAJyMqBO8.jpg	A young and beautiful career woman rents a back-woods cabin to write her first novel. Attacked by a group of local lowlifes and left for dead, she devises a horrific plan to inflict revenge.
16003	Nothing to Lose	1997-07-18	https://image.tmdb.org/t/p/w500/5al8I28ufKJDxGWDcNGw6xCkZHH.jpg	Advertising executive Nick Beame learns that his wife is sleeping with his employer. In a state of despair, he encounters a bumbling thief whose attempted carjacking goes awry when Nick takes him on an involuntary joyride. Soon the betrayed businessman and the incompetent crook strike up a partnership and develop a robbery-revenge scheme. But it turns out that some other criminals in the area don't appreciate the competition.
16004	Contract to Kill	2016-12-09	https://image.tmdb.org/t/p/w500/lSkgRQDzLYzvu0ygiVnLNyKI55z.jpg	Harmon is a CIA/DEA enforcer investigating Arab terrorists captured in Mexico. With his team--seductive FBI agent Zara and spy-drone pilot Sharp--he flies to Istanbul and uncovers a brutal plot: Islamic extremists plan to use Sonora drug-smuggling routes to bring deadly weapons, and leaders, into the U.S. To prevent an attack on America, Harmon must turn these two savage forces against one another before his time--and his luck--run out.
16005	House of Pleasures	2011-09-21	https://image.tmdb.org/t/p/w500/dXDFfHUFa0G81qD1BYFX9ETmuM4.jpg	A young woman begins a new life at the Apollonide bordello, a high-class brothel in Paris at the turn of the 20th century.
16006	Girl in Progress	2012-05-11	https://image.tmdb.org/t/p/w500/rGBR6H7fT7c2DtG0uhwHXAMANab.jpg	As single mom Grace juggles work, bills, and her affair with a married doctor, her daughter, Ansiedad, plots a shortcut to adulthood after finding inspiration in the coming-of-age stories she's reading for school.
16007	A Good Lawyer's Wife	2003-08-14	https://image.tmdb.org/t/p/w500/eNmfYjGMuIlFK3MOuTYKh6hyXcb.jpg	A woman, married and with a child but becoming increasingly distant from her husband who is already cheating on her, reluctantly enters a secret relationship with her neighbor, a teenage boy.
16008	Melody Time	1948-05-27	https://image.tmdb.org/t/p/w500/5IlnhKFdNBxYIjEPkJ8N7YHrL0i.jpg	In the grand tradition of Disney's great musical classics, Melody Time features seven timeless stories, each enhanced with high-spirited music and unforgettable characters. You'll be sure to tap your toes and clap your hands in this witty feast for the eyes and ears.
16010	Mashin Sentai Kiramager Spin-Off: Yodonna THE FINAL	2024-03-03	https://image.tmdb.org/t/p/w500/zYFwMU4eY4JeRA4ujEYPDJo3etW.jpg	The final Yodonna special, Yodonna, who is now living in the human world after her revival, accidentally ends up working with a group of female bank robbers.
16011	Loveless	2017-06-01	https://image.tmdb.org/t/p/w500/oBUsLGZoGuLKMuHj19mjG9iCDoq.jpg	Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears.
16012	Go!	2020-01-16	https://image.tmdb.org/t/p/w500/tOLC9552jBvymwsgHc3ri2SyuyD.jpg	Jack is a charismatic larrikin who has just discovered the one thing he's really good at — go-kart racing. With the support of his mentor, Patrick, an old race car driver with a secret past, and his best mates Colin and Mandy, Jack must learn to control his recklessness if he is to defeat the best drivers in Australia, including the ruthless champion Dean, and win the National title.
16013	Elizabeth: The Golden Age	2007-09-09	https://image.tmdb.org/t/p/w500/3bL6lLd6cyQ4JNT4ucqm4PICIVs.jpg	When Queen Elizabeth's reign is threatened by ruthless familial betrayal and Spain's invading army, she and her shrewd adviser must act to safeguard the lives of her people.
16014	Arena	2011-10-11	https://image.tmdb.org/t/p/w500/fjudEycIJS3IOnYkI09u2tACms9.jpg	David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.
16016	Richie Rich's Christmas Wish	1998-10-21	https://image.tmdb.org/t/p/w500/dELsdRZDsIvMwVkayiYZszk6V3P.jpg	After getting blamed for spoiling Christmas, the richest kid in the world wishes he'd never been born. Unfortunately, a wishing machine, invented by professor Keenbean, picked up the wish and made it come true. Now Richie finds himself in a parallel world where his only hope is to find professor Keenbean and the wishing machine so he can wish things back to normal.
16017	Columbus	2017-08-04	https://image.tmdb.org/t/p/w500/3ZE5Wl3CdfUH4BkWRmyMKPHkWHx.jpg	When a renowned architecture scholar falls suddenly ill during a speaking tour, his son Jin finds himself stranded in Columbus, Indiana - a small Midwestern city celebrated for its many significant modernist buildings. Jin strikes up a friendship with Casey, a young architecture enthusiast who works at the local library.
16018	Mildred Pierce	1945-10-20	https://image.tmdb.org/t/p/w500/iSXi0xvPUPwEI2xxWZrcKJXpUYc.jpg	A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
16019	Transformers: Revenge of the Fallen	2009-06-19	https://image.tmdb.org/t/p/w500/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg	Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.
16040	Risky Business	1983-08-05	https://image.tmdb.org/t/p/w500/82KOHShH9raGhkcAN3TztVjqjj3.jpg	Meet Joel Goodson, an industrious, college-bound 17-year-old and a responsible, trustworthy son. However, when his parents go away and leave him home alone in the wealthy Chicago suburbs with the Porsche at his disposal he quickly decides he has been good for too long and it is time to enjoy himself. After an unfortunate incident with the Porsche Joel must raise some cash, in a risky way.
16041	Shadow of a Doubt	1943-01-15	https://image.tmdb.org/t/p/w500/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg	Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.
16042	A Royal Affair	2012-03-29	https://image.tmdb.org/t/p/w500/AafVGIirBlCw8Whb4DSPSLX9nGW.jpg	A young queen falls in love with her physician, and they start a revolution that changes their nation forever.
16043	Operation Mekong	2016-09-30	https://image.tmdb.org/t/p/w500/wghFabaZgRorsMQWuPtKUlzq4W1.jpg	Chinese narco-cops take their mission to the Golden Triangle following the Mekong River massacre of innocent fishermen by the region's drug lord.
16044	Superman vs. The Elite	2012-06-12	https://image.tmdb.org/t/p/w500/kozJARWRoGHlOu6UVCdVPD4n8Jm.jpg	The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.
16045	Detective Chinatown 3	2021-02-12	https://image.tmdb.org/t/p/w500/jPF7uzdrJ3gynLAgNdCG9CevqAS.jpg	Following the excitement of first Bangkok and then New York, a big murder case takes place in Tokyo. Chinatown master detectives Tangren and Qinfeng are invited to take up the mystery. Adding to the excitement are the other detectives on the CRIMASTER international detective list as well as the current top rank, Q. Yet another hilarious battle of wits is set to take place...
16046	The Jack in the Box	2019-11-09	https://image.tmdb.org/t/p/w500/vDlWN81KSiOfffHlzbAgZJF8Keq.jpg	When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of its own.
16047	Body Cam	2020-05-19	https://image.tmdb.org/t/p/w500/akmjfKPlxBAdXi4G1TZOirty8Ia.jpg	As a police officer investigates the gruesome murder of her colleague, she discovers that a mysterious supernatural force is behind it.
16048	But I'm a Cheerleader	2000-07-07	https://image.tmdb.org/t/p/w500/zC3BaoHJsrIeqOg4eZolNszsTej.jpg	"Megan is an all-American girl. A cheerleader. She has a boyfriend. But Megan doesn't like kissing her boyfriend very much. And she's pretty touchy with her cheerleader friends. Her conservative parents worry that she must be a lesbian and send her off to ""sexual redirection"" school, where she must, with other lesbians and gays learn how to be straight."
16049	City of Angels	1998-04-10	https://image.tmdb.org/t/p/w500/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg	When guardian angel Seth – who invisibly watches over the citizens of Los Angeles – becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.
16050	Liao Zhai - Home for the Intimate Ghosts	1991-05-03	https://image.tmdb.org/t/p/w500/jqcoVHn983shN0ChOfO18BWQqpZ.jpg	Very seldom shown erotic story of a cuckolded husband who departs his home and unwittingly becomes included with not one, but two, alluring ghosts. [Rim movies Catalog] Mandy and his spouse (that's right, Mandy is a man) will be an uncommon few under any conditions. Mandy fools around with young women while his spouse is within the home, nevertheless the wife isn't bothered a lot. She is just considering in the job she's offered Mandy, which is .... to frequently check with the neighborhood brothelkeeper, and find away if she's found guys with incredibly difficult manhoods. How hard ? Complicated enough to punch an opening in a sack of grain (ouch !). And one more thing. Mandy and his wife are ghosts. Of course, this means you will find people who are seeking to exorcise them. In between residential disputes and pursued exorcisms, there's acres of nudity and lots of sex.
16051	Dreams in the Witch House	2005-11-04	https://image.tmdb.org/t/p/w500/8ymDDhDNGHXdU7bnXbMaFvVn5gG.jpg	A college student renting an old room in a boarding house discovers a plot by sinister, otherworldly forces to sacrifice his neighbor's infant.
16052	Smokey and the Bandit II	1980-08-15	https://image.tmdb.org/t/p/w500/cYNZM1xdhOH6NybMcX9E1LPOl3l.jpg	The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.
16053	Nine Days	2021-07-15	https://image.tmdb.org/t/p/w500/kl8J3WvzJq6QGX7qNmP0ps4ZTSO.jpg	A reclusive man conducts a series of interviews with human souls for a chance to be born.
16054	The Holy Mountain	1973-11-29	https://image.tmdb.org/t/p/w500/nvwbOcV3jJExT090Bb2m7fNjzTN.jpg	The Alchemist assembles together a group of people from all walks of life to represent the planets in the solar system. The occult adept's intention is to put his recruits through strange mystical rites and divest them of their worldly baggage before embarking on a trip to Lotus Island. There they ascend the Holy Mountain to displace the immortal gods who secretly rule the universe.
16055	Doraemon: Nobita's Chronicle of the Moon Exploration	2019-03-01	https://image.tmdb.org/t/p/w500/zAZ43208e643rB3pcx8jsLqc6B9.jpg	During a Japanese robotic exploration to find life on the other side of the moon, Nobita is watching from Earth and sees the moon turn yellow. With the help of Doraemon, the pair travel to the moon and create bunnies that will build their own colony. After he returns, Nobita tells his class about their adventure but no one will believe him. That is until a new student and his sister arrive who appear to come from a very far away place.
16057	Bayonetta: Bloody Fate	2013-11-23	https://image.tmdb.org/t/p/w500/dfg7dqm0YX16D6QYDKDdh3Qi930.jpg	Bayonetta is an ancient witch who awakens from a five hundred-year slumber with no memory of her life. Armed with a gun in each limb, she embarks on a journey to rediscover her past, defeating all bloodthirsty angels that stand in her way.
16058	Line of Duty	2019-12-25	https://image.tmdb.org/t/p/w500/wMszdTo0UuGcAEEDHsQL9dmwLIG.jpg	Frank Penny is a disgraced cop looking for a shot at redemption. When the police chief's 11-year-old daughter is abducted, Frank goes rogue to try and save her. But to find the girl, Frank will need the help of Ava Brooks, whose live-streaming news channel is broadcasting Frank's every move.
16059	Nightwatch	1997-01-31	https://image.tmdb.org/t/p/w500/2ueCI9QX9AGa4SzJgrvK1fONCa5.jpg	A law student takes a job as a night watchman at a morgue and begins to discover clues that implicate him as the suspect in a series of murders.
16080	Paradox	2017-08-25	https://image.tmdb.org/t/p/w500/yZr6wabk41nYB1MdFJB2GpC2ytF.jpg	When a Hong Kong police negotiator is informed about the sudden disappearance of his 16-year-old daughter in Thailand,  he travels there to search for her whereabouts.
16081	Munich: The Edge of War	2022-01-06	https://image.tmdb.org/t/p/w500/1SOiUTDnwW9gU4GzSIsOCQUlHJF.jpg	At the tense 1938 Munich Conference, former friends who now work for opposing governments become reluctant spies racing to expose a Nazi secret.
16082	Operation: Daybreak	1975-11-01	https://image.tmdb.org/t/p/w500/rqO9bdpuv35G6f3mHESPvwwB99U.jpg	Czechoslovakia, 1942. Three brave Czech patriots risk everything to rid their country of its brutal Nazi leader, SS-General Reinhard Heydrich.
16083	Sayen	2023-03-03	https://image.tmdb.org/t/p/w500/aCy61aU7BMG7SfhkaAaasS0KzUO.jpg	Sayen is hunting down the men who murdered her grandmother. Using her training and knowledge of nature, she is able to turn the tables on them, learning of a conspiracy from a corporation that threatens her people's ancestral lands.
16084	Mac & Devin Go to High School	2012-07-03	https://image.tmdb.org/t/p/w500/8XZbbDq3iMbXQVXwexOy9r0Qgpv.jpg	A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school.
16085	Penguin Highway	2018-08-17	https://image.tmdb.org/t/p/w500/wMJJk4kkXfqwP5W7wYHWvDXhTlw.jpg	A fourth-grader investigates the mysterious reason behind the sudden appearance of penguins in his village, which is somehow related to a power from a young woman working at a dental clinic.
16086	S.W.A.T.: Firefight	2011-03-01	https://image.tmdb.org/t/p/w500/hDeBVLKDeyavwHRPy8z5yBynNj4.jpg	Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.
16087	Alex Cross	2012-10-18	https://image.tmdb.org/t/p/w500/bQYXid9o6nunJBgmmjo6JFIQe1p.jpg	Alex Cross, a genius homicide detective/psychologist is trying to clean up the mean streets of Detroit while keeping his family out of the line of fire. As he mulls over accepting a job with the FBI, he is told that a friend has been murdered and he vows to track down the killer. Soon, he and his team are forced to match wits with a psychotic contract killer, who displays a disturbing commitment towards seeing his job through.
16088	The Sky Is Everywhere	2022-02-11	https://image.tmdb.org/t/p/w500/qMVUlq6rdqFo1xZ5ozQcKFCDbgj.jpg	Lennie is a teen musical prodigy grieving the death of her sister when she finds herself caught between a new guy at school and her sister's devastated boyfriend. Through her vivid imagination and conflicted heart, Lennie navigates first love and first loss.
16089	Call Jane	2022-10-27	https://image.tmdb.org/t/p/w500/n3oV6065tgYpukAjLxSbWcfqdg9.jpg	A married woman with an unwanted pregnancy lives in a time in America where she can't get a legal abortion and works with a group of suburban women to find help.
16090	The Changeling	1980-03-28	https://image.tmdb.org/t/p/w500/z4nTYj3JZ5jWAhDgrmEhW2GRAzb.jpg	After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.
16091	The Great Beauty	2013-05-21	https://image.tmdb.org/t/p/w500/1cmOc3ZPkuCTOTqHEsRr3Pk81Um.jpg	Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty.
16092	Monster Hunter: Legends of the Guild	2021-08-12	https://image.tmdb.org/t/p/w500/fctSbleL7ozVcGyC163nPv4arW1.jpg	In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.
16093	Demolition	2015-04-08	https://image.tmdb.org/t/p/w500/4t56LZ1KbOOxgKfqMKN6truBDVc.jpg	An emotionally desperate investment banker finds hope through a woman he meets.
16094	Allan Quatermain and the Lost City of Gold	1986-12-17	https://image.tmdb.org/t/p/w500/fz9QrK7OF4EoQbdSO8KSPgJWiZB.jpg	After his brother Robeson disappears without a trace while exploring Africa in search of a legendary 'white tribe', Allan Quatermain decides to follow in his footsteps to learn what became of him. Soon after arriving, he discovers the Lost City of Gold, controlled by the evil lord Agon, and mined by his legions of white slaves.
16095	Hot Tamale	2006-04-23	https://image.tmdb.org/t/p/w500/waEUrsiaRf6RCbDqHJVMRZaAKe0.jpg	A road trip to Los Angeles inadvertently leads a young man from Wyoming into a wild maze of psychotic hit-men, racy women, jewel thieves and a salsa band.
16096	Ghost Graduation	2012-02-03	https://image.tmdb.org/t/p/w500/oduJ7jj5DsVuvIctPxHRcb88vfr.jpg	A teacher with paranormal abilities helps a group of ghosts graduate high school.
16097	Dragon Wars: D-War	2007-08-01	https://image.tmdb.org/t/p/w500/rEpvqWGu08coDLUpcpiz4sMoDYo.jpg	Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter.
16098	20,000 Species of Bees	2023-04-21	https://image.tmdb.org/t/p/w500/4MEEVVyZ1L9Lr8GeSOyFiGM3cmB.jpg	Lucía is an eight-year-old girl, who sometimes struggles as the world tries to catch up with the fact that she is trans. As the summer holidays pass, she explores her femininity alongside the women of her family who at the same time reflect on their own femininity.
16099	Hatchet	2006-04-27	https://image.tmdb.org/t/p/w500/xRWRUZchxjttsNkGVZD2zGpihbJ.jpg	When a group of tourists on a New Orleans haunted swamp tour find themselves stranded in the wilderness, their evening of fun and spooks turns into a horrific nightmare.
16120	The Novice	2021-12-17	https://image.tmdb.org/t/p/w500/zIkGGiQBNITG9vVxgmf6MXQ1gT1.jpg	A college freshman joins her university's rowing team and undertakes an obsessive physical and psychological journey to make it to the top varsity boat, no matter the cost.
16121	The Guardian Brothers	2015-06-25	https://image.tmdb.org/t/p/w500/A2Sl9BRnVG8LqYQqjvtRG1zZ2TP.jpg	There's a crisis in the Chinese Spirit World -- humans don't believe in gods anymore! A Door God, facing unemployment, ventures into the human world to prove his worth, leading to unexpected encounters and transformations for humans and spirits alike.
16122	Michael Jackson: The Life of an Icon	2011-11-02	https://image.tmdb.org/t/p/w500/liPl2d9qx2TWSDKaduUbwC0V1vY.jpg	See Michael Jackson, one of the most recognizable and popular entertainers of all time, like never before in the feature-length tribute Michael Jackson: The Life of an Icon. Known to millions of fans worldwide for his record-breaking albums, groundbreaking music videos, mesmerizing dance moves and humanitarian efforts, his true story has never really been told...until now. This unprecedented look into the King of Pop's fascinating life includes all-new interviews with his mother Katherine Jackson as well as siblings Tito and Rebbie Jackson, family, friends and music legends such as Smokey Robinson, Dionne Warwick and many more.
16123	Murder by Death	1976-06-23	https://image.tmdb.org/t/p/w500/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg	Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.
16124	Scooby-Doo! Adventures: The Mystery Map	2013-07-21	https://image.tmdb.org/t/p/w500/pulFY8KAuF6BiySNkVHgAN7cI0H.jpg	Get ready to experience the world-famous Scooby-Doo! and Crew like never before in this all-new, original puppet movie! What begins as a routine night for the Gang - which includes the slobbering sleuth and Shaggy eating a triple-extra-large Scooby snack pizza - becomes a mad dash to find the frightening Phantom Parrot, who has a map to pirate Gnarlybeard's hidden treasure. Scooby sniffs out the map's clues, which lead him right to a spooky pirate ship. Ruh-roh! What will Gnarlybeard be willing to do to protect his booty? The whole family will love casting off on this mysterious, fun-filled voyage again and again.
16125	C'est la vie!	2017-10-04	https://image.tmdb.org/t/p/w500/e9hIxAKPdXo9Fgwca6vT4USOXK6.jpg	Max is a battle-weary veteran of the wedding-planning racket. His latest — and last — gig is a hell of a fête, involving stuffy period costumes for the caterers, a vain, hyper- sensitive singer who thinks he's a Gallic James Brown, and a morose, micromanaging groom determined to make Max's night as miserable as possible. But what makes the affair too bitter to endure is that Max's colleague and ostensible girlfriend, Joisette, seems to have written him off, coolly going about her professional duties while openly flirting with a much younger server. It's going to be a very long night… especially once the groom's aerial serenade gets underway.
16126	F/X2	1991-04-16	https://image.tmdb.org/t/p/w500/dxfR8JnfabPi7YUg4PFsuAa7geW.jpg	F/X man Rollie Tyler is now a toymaker. Mike, the ex-husband of his girlfriend Kim, is a cop. He asks Rollie to help catch a killer. The operation goes well until some unknown man kills both the killer and Mike. Mike's boss, Silak says it was the killer who killed Mike but Rollie knows it wasn't. Obviously, Silak is involved with Mike's death, so he calls on Leo McCarthy, the cop from the last movie, who is now a P.I., for help and they discover it's not just Silak they have to worry about.
16127	Fatal Instinct	1993-10-29	https://image.tmdb.org/t/p/w500/syewFnehGbbya5BdxoHLzrcm5Ne.jpg	Ned Ravine is a police officer and lawyer who occasionally defends the delinquents he arrests. He crosses paths with seductive Lola Cain during an assignment and promptly begins an affair with her. Meanwhile, Ned's wife, Lana, is deep in an affair of her own. Lana and her lover are planning to murder Ned in an elaborate fashion so they can collect on his triple indemnity life insurance policy.
16128	Rescue Dawn	2006-09-09	https://image.tmdb.org/t/p/w500/7a99nU5k9e3FhBNWfPzR3yRMArl.jpg	A US Fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.
16129	A Dangerous Method	2011-09-30	https://image.tmdb.org/t/p/w500/7aU2xjjFhZzQzYXa0UM5JW01N4m.jpg	Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.
16130	Monster Hunt	2015-07-16	https://image.tmdb.org/t/p/w500/csMASFudtPSyVEFl4qq2Sm5lflM.jpg	Young monster kids try to make peace between the world of humans and the world of the monsters.
16131	Kalifornia	1993-06-24	https://image.tmdb.org/t/p/w500/4E39RrmgXspAqGro2poDEdjvAnh.jpg	A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.
16132	13	2010-03-12	https://image.tmdb.org/t/p/w500/eJAVjARKe3YBabnbhdbYWXD7Hdg.jpg	A naive young man assumes a dead man's identity and finds himself embroiled in an underground world of power, violence, and chance where men gamble behind closed doors on the lives of other men.
16133	The Wave	2015-08-28	https://image.tmdb.org/t/p/w500/owXnF1pVtnWFRMdi7mubaUXWvFK.jpg	Although theorised, no one is really ready when a mountain pass above the scenic and narrow Geiranger fjord in Norway collapses and creates a tsunami over 300 feet high. A geologist is one of those caught in the middle of it.
16134	The Big Blue	1988-05-10	https://image.tmdb.org/t/p/w500/vbi56h6a1BGjnhq2RnUrcQZs2aV.jpg	Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.
16135	The Yards	2000-04-27	https://image.tmdb.org/t/p/w500/AtwXtU8CDWvVADgOwRkOSRZFPWI.jpg	In the rail yards of Queens, contractors repair and rebuild the city's subway cars. These contracts are lucrative, so graft and corruption are rife. When Leo Handler gets out of prison, he finds his aunt married to Frank Olchin, one of the big contractors; he's battling with a minority-owned firm for contracts.
16136	You're Next	2013-08-22	https://image.tmdb.org/t/p/w500/l163jakfKvchUTVTtBi0KA7ZhIc.jpg	When the Davison family comes under attack during their wedding anniversary getaway, the gang of mysterious killers soon learns that one of their victims harbors a secret talent for fighting back.
16137	It Comes at Night	2017-06-09	https://image.tmdb.org/t/p/w500/rNKJpFMlOZn5zkzBPZxEJrQn5Km.jpg	Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son, but this will soon be put to test when a desperate young family arrives seeking refuge.
16139	Sidekicks	1992-12-17	https://image.tmdb.org/t/p/w500/g22ZVQlFwUNfiYFagzEXDbuds6R.jpg	An otherwise rejected or ignored boy creates a fantasy pal from his martial arts movie hero.
16160	A Charlie Brown Thanksgiving	1973-11-20	https://image.tmdb.org/t/p/w500/tY4cDYOffWb9FKgp8223DXPJznr.jpg	Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful.
16162	Mother/Android	2021-12-17	https://image.tmdb.org/t/p/w500/rO3nV9d1wzHEWsC7xgwxotjZQpM.jpg	Georgia and her boyfriend Sam go on a treacherous journey to escape their country, which is caught in an unexpected war with artificial intelligence. Days away from the arrival of their first child, the couple must face No Man’s Land—a stronghold of the android uprising—in hopes of reaching safety before giving birth.
16163	Hello World	2019-09-20	https://image.tmdb.org/t/p/w500/vmizP4G4EWsxNf6PLOvGNaFJ89Y.jpg	A shy high schooler in Kyoto meets a man claiming to be his future self, who tells him he’s hacked into the past to save their first love.
16164	Wet Woman in the Wind	2016-08-01	https://image.tmdb.org/t/p/w500/e2UlmNAx6qiRe9cS3bcaX25839c.jpg	Dissipated Tokyo playwright, Kosuke has retreated to the countryside after deciding that he's done with women, but the indefatigable cat-in-heat Shiori has other ideas, clinging to Kosuke like his shadow.
16165	I Could Never Be Your Woman	2007-05-11	https://image.tmdb.org/t/p/w500/xNTnlokpkAww47QwVCNXge1likN.jpg	Mother Nature loves to cause mischief, and she steps in to help two love-starved souls find happiness. She helps an aging professional woman and single mother, Rosie, who's unlucky in love find her match with Adam, a much younger man. As their relationship blossoms beyond physical attraction, matters complicate when her adolescent daughter starts to fall for a handsome local boy.
16166	The Sweeney	2012-09-11	https://image.tmdb.org/t/p/w500/nwGo7AoYXG4C03wbyfdeYvcVbnV.jpg	Jack Regan, a hardened cop who doesn’t play by the rules, is confronted with a criminal from his past. With sidekick George Carter they are put on the case of a jewellery store heist that ends in a killing. But is that killing really an execution in disguise? With pressure from his boss and the fact that Regan is having an affair with that boss’s wife, it’s not going to be easy for him to stay out of trouble.
16167	Flypaper	2011-08-19	https://image.tmdb.org/t/p/w500/sdZGuHaZGRAq72wb9xfAAFQUbVF.jpg	A man caught in the middle of two simultaneous robberies at a bank desperately tries to protect the teller with whom he's secretly in love.
16169	Robotrix	1991-05-31	https://image.tmdb.org/t/p/w500/3ikwwNbk7GVorndt8lUyzaqIWpu.jpg	A mad scientist transfers his mind to a wicked robot, which then embarks on a program of kidnaping, rape and murder, during which a female detective is killed. To fight the robot, the police woman's corpse is then made into a robotrix.
16170	Mohabbatein	2000-10-27	https://image.tmdb.org/t/p/w500/zB7zJQgk4pPoxsPzZP0CqUgHuXN.jpg	At a prestigious all-male university, three friends seek love outside of the school grounds; at the same time, a newly-hired music teacher seeks to befriend and loosen up the militantly strict headmaster.
16171	Unknown Origins	2020-08-28	https://image.tmdb.org/t/p/w500/vJHSParlylICnI7DuuI54nfTPRR.jpg	In Madrid, Spain, a mysterious serial killer ruthlessly murders his victims by recreating the first appearance of several comic book superheroes. Cosme, a veteran police inspector who is about to retire, works on the case along with the tormented inspector David Valentín and his own son Jorge Elías, a nerdy young man who owns a comic book store.
16172	Palo Alto	2014-05-09	https://image.tmdb.org/t/p/w500/yjcwwYP3eSigxLKKVBoVVz85ZWv.jpg	Shy, sensitive April is the class virgin, torn between an illicit flirtation with her soccer coach Mr. B and an unrequited crush on sweet stoner Teddy. Emily, meanwhile, offers sexual favors to every boy to cross her path — including both Teddy and his best friend Fred, a live wire without filters or boundaries. As one high school party bleeds into the next — and April and Teddy struggle to admit their mutual affection — Fred's escalating recklessness starts to spiral into chaos.
16173	The Beaver	2011-05-05	https://image.tmdb.org/t/p/w500/nlaWgS7iIb6MG3t0FitV1xdPqIV.jpg	Suffering from a severe case of depression, toy company CEO Walter Black begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter pushes for his parents to get a divorce.
16174	Phase IV	1974-09-01	https://image.tmdb.org/t/p/w500/x6fQtAmCD4JlAcUnTfYoinPp1zz.jpg	Arizona ants mock the food chain on their way to a desert lab to get two scientists and a woman.
